Area,Perimeter,Ratio_AP,Ratio_Ch,Ratio_LW,Ratio_WL,e,Cv,circul,label
299902.8541,2158.156202,138.9625338,0.956257533,1.415679233,0.706374704,0.860376278,1.111700096,0.768143039,1
1015215.989,4184.917807,242.5892301,0.935950623,1.54958261,0.645335068,0.901738736,1.171663164,0.481015555,1
158296.7277,1747.503835,90.58448087,0.900510275,2.099553117,0.476291832,0.928881341,1.239016919,0.592444352,1
162636.595,2270.808517,71.62056766,0.690201366,2.811391381,0.355695762,0.978418999,1.58842402,0.481848629,1
453442.2682,3135.113775,144.633433,0.931195878,2.879126393,0.347327579,0.947605265,1.313370852,0.525453928,1
25114.14359,651.4894603,38.54881025,0.937588141,1.469903135,0.680316938,0.895233837,1.159693641,0.672643129,1
239292.8267,8219.951468,29.11122135,0.160984792,6.143945799,0.162761853,0.999752146,4.74023073,0.104241094,1
237861.5502,1929.333399,123.2869085,0.953848656,1.257566095,0.795186832,0.864200716,1.115938415,0.755799652,1
95152.33128,1260.19768,75.50587721,0.960040034,1.809770318,0.552556305,0.890957019,1.152455134,0.642880999,1
141393.3638,1467.264209,96.36530554,0.96565894,1.384609782,0.722225144,0.849571447,1.100750467,0.726794705,1
925960.9474,4546.083851,203.6832091,0.879513755,2.362502381,0.423279997,0.951300974,1.33271159,0.530278671,1
105917.3944,1418.70248,74.65793274,0.912772416,1.996804298,0.500800204,0.925864865,1.229710133,0.550888596,1
